0,1
-12.156901,32.50801
34.18469,16.134508
-23.58884,24.247587
6.96153,-33.04685
-11.214126,9.006247
-31.196114,-11.471318
29.959797,27.147373
-24.168352,7.1139393
11.62586,34.106567
-25.817133,11.661014
20.949879,10.614829
-16.884455,-13.762981
-15.103054,-3.3862052
17.695122,24.89637
5.8042173,35.449932
-11.844061,36.68875
33.02109,11.109622
29.084076,10.206033
39.677536,-18.809587
-13.784299,-28.910894
-24.254667,-19.526373
-15.314198,-24.5239
-16.521473,-14.487125
-13.558687,-11.468285
-40.068367,17.96703
11.952752,-26.415148
11.468718,36.993843
11.151864,-33.661198
28.880327,-24.299742
36.20056,19.525862
-8.727506,22.964954
-11.635687,-14.4743395
38.016247,15.714212
7.582355,-33.20303
-19.27107,-20.626047
-13.269355,-30.365965
36.75933,17.120884
-23.673206,-31.714434
-14.22037,-22.30756
33.15433,31.127432
-13.153278,5.066128
-10.502077,25.838627
14.8946295,-33.251125
-5.406651,45.394985
17.904114,-33.824333
40.901485,-8.93263
-10.120472,-24.328562
-11.092699,4.9931173
1.0104128,-33.814255
-17.31735,-24.509926
27.588997,31.022161
-8.823384,32.25911
7.1217656,30.749739
18.657946,40.51168
-11.188925,-29.576893
-11.364959,-23.842918
35.677654,25.087318
43.762604,15.395674
-16.500093,-36.473606
-18.677597,2.50493
42.485268,-18.484056
-30.388277,34.73281
-13.528361,35.29989
-13.677894,33.281113
42.326683,-9.346268
-14.917,6.7611885
25.443436,-19.760063
7.727533,-37.764328
-0.18915877,26.809954
1.7672234,45.55368
-5.2585692,43.223537
-16.390629,-1.8148067
32.821945,25.950695
-31.117727,10.299805
16.484898,23.879627
23.367308,34.856094
23.392515,21.645247
-10.958844,-23.546041
23.532814,26.316963
30.487923,19.310177
-17.719799,-1.1742171
-2.448551,-26.087343
24.439556,29.763853
41.712585,-22.578894
20.67538,8.585194
-7.2308083,41.602634
6.9813313,30.613405
-28.663582,10.38008
22.628805,-22.701433
7.3755145,30.966658
-23.07405,-28.428385
-13.715327,17.427073
-15.807816,-14.930009
32.260826,-27.681616
24.298912,25.889767
